row_type,experiment,baseline_id,success_count,N,success_rate_pp,wilson95_lo,wilson95_hi,clopper_pearson95_lo,clopper_pearson95_hi,death_count,death_rate_pp,floor3_count,floor3_reach_pp,mean_episode_length,evaluator_sha,world_set_hash,world_recipe_hash,checkpoint_sha,action_mode,evidence_level,source,recompute_matches_reported,delta_pp,discordant,A_only,B_only,mcnemar_p,bootstrap95_lo,bootstrap95_hi,ci_crosses_zero,signal,paired_comparison_allowed
arm,RMT16,n/a,UNVERIFIED,256,UNVERIFIED,n/a,n/a,n/a,n/a,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,see registry (line-specific),REQUIRED,seed-line dependent,server manifest,stochastic (declared; P7 has argmax dead code quarantined),EVIDENCE_UNVERIFIED,CC2 domain; ENGINEERING_ONLY; no Phase4A local,NOT_RECOMPUTED (no per-world),,,,,,,,,,
paired,BASELINE - Control,TEACHER17500_BASELINE vs CONTROL24576_BASELINE,101/93,256,39.453/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,d4e85af58b7f87d6 vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,3.125,78,43,35,0.428207,-3.516,9.766,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Persistent_on - SG_Reset128_on,SG_Persistent_on vs SG_Reset128_on,110/114,256,42.969/44.531,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,1bd4fbfe91ab4da4 vs 2ffdd269b94e1e6b,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,-1.562,80,38,42,0.737554,-8.594,5.469,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Persistent_on - EM_Reset128_on,EM_Persistent_on vs EM_Reset128_on,96/103,256,37.5/40.234,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,11307081315f8059 vs a3030f387c2e8cbb,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,-2.734,83,38,45,0.51041,-9.766,4.297,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Reset128_on - Control,SG_Reset128_on vs CONTROL24576_BASELINE,114/93,256,44.531/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,2ffdd269b94e1e6b vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,8.203,93,57,36,0.037514,0.781,15.625,False,True,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Reset128_on - Control,EM_Reset128_on vs CONTROL24576_BASELINE,103/93,256,40.234/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,a3030f387c2e8cbb vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,3.906,98,54,44,0.363354,-3.906,11.328,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Persistent_on - Control,SG_Persistent_on vs CONTROL24576_BASELINE,110/93,256,42.969/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,1bd4fbfe91ab4da4 vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,6.641,79,48,31,0.071163,0.0,13.281,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Persistent_on - Control,EM_Persistent_on vs CONTROL24576_BASELINE,96/93,256,37.5/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,11307081315f8059 vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,1.172,85,44,41,0.828423,-5.859,8.203,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Persistent_on - SG_Persistent_off,SG_Persistent_on vs SG_Persistent_off,110/112,256,42.969/43.75,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,1bd4fbfe91ab4da4 vs ?,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,-0.781,60,29,31,0.897422,-6.641,5.078,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Reset128_on - SG_Reset128_off,SG_Reset128_on vs SG_Reset128_off,114/96,256,44.531/37.5,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,2ffdd269b94e1e6b vs ?,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,7.031,50,34,16,0.015347,1.562,12.5,False,True,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Persistent_on - EM_Persistent_off,EM_Persistent_on vs EM_Persistent_off,96/93,256,37.5/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,11307081315f8059 vs ?,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,1.172,77,40,37,0.819893,-5.469,7.812,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Reset128_on - EM_Reset128_off,EM_Reset128_on vs EM_Reset128_off,103/95,256,40.234/37.109,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,a3030f387c2e8cbb vs ?,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,3.125,70,39,31,0.402963,-3.125,9.375,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,SG_Persistent_off - Control,SG_Persistent_off vs CONTROL24576_BASELINE,112/93,256,43.75/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,? vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,7.422,83,51,32,0.047525,0.391,14.453,False,True,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
paired,EM_Persistent_off - Control,EM_Persistent_off vs CONTROL24576_BASELINE,93/93,256,36.328/36.328,,,,,,,,,,224514026aefd273a6647e055fc2e1a434760dc5f4b6b9acd0624bbba57035a1,REQUIRED(materialized),3377049f3e983bfeeacbb219e8c3be0e1d72966d4b1fe2ca72444caadbd1575e,? vs ece6fa9962e815123ce947577a93040057bc9df0b1e686dd28424cb2bbdabf55,stochastic,MATCHED_CAUSAL_SCREEN (single-seed),"phase2_unified_eval.json (per-world, local)",,0.0,84,42,42,1.0,-7.031,7.031,True,False,YES (same evaluator+recipe+success+denominator+action_mode; world_set_hash pending materialization)
